"YEARLY_AGENCY_ID","AGENCY_ID","DATA_YEAR","ORI","LEGACY_ORI","COVERED_BY_LEGACY_ORI","DIRECT_CONTRIBUTOR_FLAG","DORMANT_FLAG","DORMANT_YEAR","REPORTING_TYPE","UCR_AGENCY_NAME","NCIC_AGENCY_NAME","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_STATUS","STATE_ID","STATE_NAME","STATE_ABBR","STATE_POSTAL_ABBR","DIVISION_CODE","DIVISION_NAME","REGION_CODE","REGION_NAME","REGION_DESC","AGENCY_TYPE_NAME","POPULATION","SUBMITTING_AGENCY_ID","SAI","SUBMITTING_AGENCY_NAME","SUBURBAN_AREA_FLAG","POPULATION_GROUP_ID","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","PARENT_POP_GROUP_CODE","PARENT_POP_GROUP_DESC","MIP_FLAG","POP_SORT_ORDER","SUMMARY_RAPE_DEF","PE_REPORTED_FLAG","MALE_OFFICER","MALE_CIVILIAN","PED.MALE_OFFICER+PED.MALE_CIVILIAN","FEMALE_OFFICER","FEMALE_CIVILIAN","PED.FEMALE_CIVILIAN+PED.FEMALE_OFFICER","0","0","NIBRS_CERT_DATE","NIBRS_START_DATE","NIBRS_LEOKA_START_DATE","NIBRS_CT_START_DATE","NIBRS_MULTI_BIAS_START_DATE","NIBRS_OFF_ETH_START_DATE","COVERED_FLAG","COUNTY_NAME","MSA_NAME","PUBLISHABLE_FLAG","PARTICIPATED","NIBRS_PARTICIPATED"
142992019,14299,2019,"OH0220800","OH0220800","","N","N",,"I","MILAN","MILAN","Milan","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",1331,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,0,0,0,0,0,01-JAN-98,01-SEP-13,01-SEP-13,01-JAN-16,,,"N","HURON; ERIE","Non-MSA","Y","Y","Y"
143002019,14300,2019,"OH0221000","OH0221000","","N","N",,"I","PERKINS TOWNSHIP","PERKINS TOWNSHIP","Perkins Township","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",11687,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","N",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",17,0,17,5,1,6,0,0,01-JAN-98,01-JAN-02,01-JAN-02,01-JAN-16,,,"N","ERIE","Non-MSA","Y","Y","Y"
143012019,14301,2019,"OH0221100","OH0221100","","N","N",,"I","CEDAR POINT","CEDAR POINT","Cedar Point","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","Other",0,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-OCT-06,01-OCT-06,01-JAN-16,,,"N","ERIE","Non-MSA","Y","Y","Y"
143032019,14303,2019,"OH0230000","OH0230000","","N","N",,"I","FAIRFIELD","FAIRFIELD","Fairfield","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","County",76114,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",94,16,110,16,24,40,0,0,01-JAN-98,01-JAN-01,01-JAN-01,01-JAN-16,,,"N","FAIRFIELD","Columbus, OH","Y","Y","Y"
143042019,14304,2019,"OH0230100","OH0230100","","N","N",,"I","LANCASTER","LANCASTER","Lancaster","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",40622,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","Y",62,0,62,3,17,20,0,0,01-JAN-98,01-JAN-01,01-JAN-01,01-JAN-16,01-APR-20,01-APR-20,"N","FAIRFIELD","Columbus, OH","Y","Y","Y"
143062019,14306,2019,"OH0230300","OH0230300","","N","N",,"I","BALTIMORE","BALTIMORE","Baltimore","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",2996,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-MAR-04,01-MAR-04,01-JAN-16,01-APR-20,01-APR-20,"N","FAIRFIELD","Columbus, OH","Y","Y","Y"
143072019,14307,2019,"OH0230600","OH0230600","","N","N",,"I","CARROLL","CARROLL","Carroll","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",565,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-MAR-05,01-MAR-05,01-MAR-16,,,"N","FAIRFIELD","Columbus, OH","Y","Y","Y"
143082019,14308,2019,"OH0230700","OH0230700","","N","N",,"I","LITHOPOLIS","LITHOPOLIS","Lithopolis","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",1777,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-JUN-06,01-JUN-06,01-JAN-16,01-APR-20,01-APR-20,"N","FRANKLIN; FAIRFIELD","Columbus, OH","Y","Y","Y"
143092019,14309,2019,"OH0230800","OH0230800","","N","N",,"I","MILLERSPORT","MILLERSPORT","Millersport","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",1055,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-AUG-08,01-AUG-08,01-MAR-17,01-APR-20,01-APR-20,"N","FAIRFIELD","Columbus, OH","Y","Y","Y"
143102019,14310,2019,"OH0230900","OH0230900","","N","N",,"I","PICKERINGTON","PICKERINGTON","Pickerington","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",21590,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-JAN-99,01-JAN-99,01-JAN-17,,,"N","FRANKLIN; FAIRFIELD","Columbus, OH","Y","Y","Y"
143112019,14311,2019,"OH0231200","OH0231200","","N","N",,"I","SUGAR GROVE","SUGAR GROVE","Sugar Grove","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",425,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-JAN-06,01-JAN-06,01-JAN-18,,,"N","FAIRFIELD","Columbus, OH","Y","Y","Y"
143122019,14312,2019,"OH0240000","OH0240000","","N","N",,"I","FAYETTE","FAYETTE","Fayette","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","County",14315,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",22,9,31,1,9,10,0,0,01-JAN-98,01-JAN-99,01-JAN-99,01-JAN-16,01-APR-20,01-APR-20,"N","FAYETTE","Non-MSA","Y","Y","Y"
143132019,14313,2019,"OH0240100","OH0240100","","N","N",,"I","WASHINGTON COURT HOUSE","WASHINGTON COURT HOUSE","Washington Court House","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",14150,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","N",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",22,1,23,0,4,4,0,0,01-JAN-98,01-SEP-01,01-SEP-01,01-JAN-16,,,"N","FAYETTE","Non-MSA","Y","Y","Y"
143142019,14314,2019,"OH0250000","OH0250000","","N","N",,"I","FRANKLIN","FRANKLIN","Franklin","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","County",54386,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","N",,,,,,,0,0,01-JAN-98,01-JAN-08,01-JAN-08,,,,"N","FRANKLIN","Columbus, OH","Y","Y","Y"
143152019,14315,2019,"OH0250100","OH0250100","","N","N",,"I","BEXLEY","BEXLEY","Bexley","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",13956,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",29,1,30,2,5,7,0,0,01-JAN-98,01-JAN-10,01-JAN-10,,,,"N","FRANKLIN","Columbus, OH","Y","Y","Y"
143162019,14316,2019,"OH0250300","OH0250300","","N","N",,"I","DUBLIN","DUBLIN","Dublin","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",49626,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","Y",61,12,73,7,29,36,0,0,01-JAN-98,01-JAN-15,01-JAN-15,01-FEB-16,01-APR-20,01-APR-20,"N","UNION; DELAWARE; FRANKLIN","Columbus, OH","Y","Y","Y"
143172019,14317,2019,"OH0250400","OH0250400","","N","N",,"I","GAHANNA","GAHANNA","Gahanna","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",35847,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-OCT-07,01-MAR-17,01-APR-18,01-APR-20,01-APR-20,"N","FRANKLIN","Columbus, OH","Y","Y","Y"
143182019,14318,2019,"OH0250500","OH0250500","","N","N",,"I","GRANDVIEW HEIGHTS","GRANDVIEW HEIGHTS","Grandview Heights","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",8581,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",17,1,18,3,4,7,0,0,01-JAN-98,01-JUN-01,01-JUN-01,01-OCT-16,01-APR-20,01-APR-20,"N","FRANKLIN","Columbus, OH","Y","Y","Y"
143192019,14319,2019,"OH0250600","OH0250600","","N","N",,"I","GROVE CITY","GROVE CITY","Grove City","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",42423,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-JAN-04,01-JAN-04,01-JAN-16,,,"N","FRANKLIN","Columbus, OH","Y","Y","Y"
143202019,14320,2019,"OH0250700","OH0250700","","N","N",,"I","HILLIARD","HILLIARD","Hilliard","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",37578,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-JAN-16,01-JAN-16,01-FEB-17,,,"N","FRANKLIN","Columbus, OH","Y","Y","Y"
143212019,14321,2019,"OH0250800","OH0250800","","N","N",,"I","REYNOLDSBURG","REYNOLDSBURG","Reynoldsburg","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",38578,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","Y",52,3,55,8,16,24,0,0,01-JAN-98,01-JAN-04,01-JAN-04,01-JAN-16,,,"N","FAIRFIELD; LICKING; FRANKLIN","Columbus, OH","Y","Y","Y"
143222019,14322,2019,"OH0250900","OH0250900","","N","N",,"I","UPPER ARLINGTON","UPPER ARLINGTON","Upper Arlington","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",35754,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-JAN-04,01-JAN-04,01-JAN-16,01-APR-20,01-APR-20,"N","FRANKLIN","Columbus, OH","Y","Y","Y"
143232019,14323,2019,"OH0251000","OH0251000","","N","N",,"I","WESTERVILLE","WESTERVILLE","Westerville","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",40903,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-MAY-98,01-MAY-98,01-FEB-16,,,"N","DELAWARE; FRANKLIN","Columbus, OH","Y","Y","Y"
143242019,14324,2019,"OH0251100","OH0251100","","N","N",,"I","WHITEHALL","WHITEHALL","Whitehall","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",19121,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-JAN-13,01-JAN-13,,,,"N","FRANKLIN","Columbus, OH","Y","Y","Y"
143252019,14325,2019,"OH0251200","OH0251200","","N","N",,"I","WORTHINGTON","WORTHINGTON","Worthington","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",14875,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-MAR-04,01-MAR-04,01-JAN-16,01-APR-20,01-APR-20,"N","FRANKLIN","Columbus, OH","Y","Y","Y"
143282019,14328,2019,"OH0251600","OH0251600","","N","N",,"I","GROVEPORT","GROVEPORT","Groveport","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",5679,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-AUG-04,01-AUG-04,01-JAN-16,01-APR-20,01-APR-20,"N","FRANKLIN","Columbus, OH","Y","Y","Y"
143292019,14329,2019,"OH0251700","OH0251700","","N","N",,"I","HARRISBURG","HARRISBURG","Harrisburg","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",339,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-JUL-09,01-JUL-09,01-MAY-16,,,"N","FRANKLIN","Columbus, OH","Y","Y","Y"
143302019,14330,2019,"OH0252000","OH0252000","","N","N",,"I","MINERVA PARK","MINERVA PARK","Minerva Park","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",1334,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",8,0,8,1,1,2,0,0,01-JAN-98,01-AUG-05,01-AUG-05,01-JAN-16,01-APR-20,01-APR-20,"N","FRANKLIN","Columbus, OH","Y","Y","Y"
143312019,14331,2019,"OH0252100","OH0252100","","N","N",,"I","NEW ALBANY","NEW ALBANY","New Albany","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",11332,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",23,0,23,0,9,9,0,0,01-JAN-98,01-JAN-04,01-JAN-04,01-JAN-16,,,"N","LICKING; FRANKLIN","Columbus, OH","Y","Y","Y"
143332019,14333,2019,"OH0252700","OH0252700","","N","N",,"I","OH STATE UNIV: COLUMBUS","OH STATE UNIV: COLUMBUS","Ohio State University:","Columbus","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","University or College",0,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-JAN-03,01-JAN-03,01-JAN-16,,,"N","FRANKLIN","Columbus, OH","Y","Y","Y"
143372019,14337,2019,"OH0253400","OH0253400","","N","N",,"I","PERRY TOWNSHIP","PERRY TOWNSHIP","Perry Township, Franklin County","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",3788,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",10,0,10,1,1,2,0,0,01-JAN-98,01-JUN-04,01-JUN-04,01-FEB-16,01-APR-20,01-APR-20,"N","FRANKLIN","Columbus, OH","Y","Y","Y"
143382019,14338,2019,"OH0253500","OH0253500","","N","N",,"I","MADISON TOWNSHIP","MADISON TOWNSHIP","Madison Township, Franklin County","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",19682,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",15,0,15,2,1,3,0,0,01-JAN-98,01-SEP-07,01-SEP-07,01-JAN-16,01-APR-20,01-APR-20,"N","FRANKLIN","Columbus, OH","Y","Y","Y"
143412019,14341,2019,"OH0253800","OH0253800","","N","N",,"I","OHIO DEPT OF NATURAL RES","OHIO DEPT OF NATURAL RES","Ohio Department of Natural Resources","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","Other State Agency",0,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",245,4,249,20,7,27,0,0,01-JAN-98,01-OCT-12,01-OCT-12,01-JAN-16,,,"N","","Non-MSA","Y","Y","Y"
143422019,14342,2019,"OH0254000","OH0254000","","N","N",,"I","SHARON TOWNSHIP","SHARON TOWNSHIP","Sharon Township","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",2420,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-JAN-05,01-JAN-05,,,,"N","FRANKLIN","Columbus, OH","Y","Y","Y"
143442019,14344,2019,"OH0254700","OH0254700","","N","N",,"I","OHIO INVESTIGATIVE UNIT","DEPT LIQUOR CNTL ENF DIV","Ohio Investigative Unit","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","Other State Agency",0,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-FEB-11,01-FEB-11,01-AUG-19,,,"N","","Non-MSA","Y","Y","Y"
143462019,14346,2019,"OH0259900","OH0259900","","N","N",,"I","OTTERBEIN UNIVERSITY","OTTERBEIN COLLEGE","Otterbein University","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","University or College",0,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-JUN-09,01-JUN-09,01-JAN-16,,,"N","FRANKLIN","Columbus, OH","Y","Y","Y"
143472019,14347,2019,"OH025A10X","OH025A100","","N","N",,"I","CAPITAL UNIVERSITY","CAPITAL UNIVERSITY","Capital University","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","University or College",0,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",10,3,13,0,3,3,0,0,01-JAN-98,01-DEC-06,01-DEC-06,01-JAN-16,01-APR-20,01-APR-20,"N","FRANKLIN","Columbus, OH","Y","Y","Y"
143482019,14348,2019,"OH0260000","OH0260000","","N","N",,"I","FULTON","FULTON","Fulton","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","County",22339,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",21,"9C","MSA counties from 10,000 thru 24,999","9","MSA Counties","N",3,"R","Y",20,0,20,1,2,3,0,0,01-JAN-98,01-FEB-04,01-FEB-04,01-JAN-16,,,"N","FULTON","Toledo, OH","Y","Y","Y"
143492019,14349,2019,"OH0260100","OH0260100","","N","N",,"I","ARCHBOLD","ARCHBOLD","Archbold","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",4320,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",10,0,10,0,1,1,0,0,01-JAN-98,01-AUG-01,01-AUG-01,01-NOV-16,01-APR-20,01-APR-20,"N","FULTON","Toledo, OH","Y","Y","Y"
143512019,14351,2019,"OH0260300","OH0260300","","N","N",,"I","FAYETTE","FAYETTE","Fayette","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",1242,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-FEB-03,01-FEB-03,01-JAN-16,01-APR-20,01-APR-20,"N","FULTON","Toledo, OH","Y","Y","Y"
143522019,14352,2019,"OH0260400","OH0260400","","N","N",,"I","SWANTON","SWANTON","Swanton","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",3857,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-JAN-04,01-JAN-04,01-FEB-16,,,"N","LUCAS; FULTON","Toledo, OH","Y","Y","Y"
143532019,14353,2019,"OH0260500","OH0260500","","N","N",,"I","WAUSEON","WAUSEON","Wauseon","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",7428,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-NOV-00,01-NOV-00,01-JAN-16,,,"N","FULTON","Toledo, OH","Y","Y","Y"
143552019,14355,2019,"OH0270000","OH0270000","","N","N",,"I","GALLIA","GALLIA","Gallia","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","County",25345,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","N",14,"8B","Non-MSA counties from 25,000 thru 99,999","8","Non-MSA Counties","N",3,"R","N",,,,,,,0,0,01-JAN-98,01-MAY-99,01-MAY-99,01-JAN-16,01-APR-20,01-APR-20,"N","GALLIA","Non-MSA","Y","Y","Y"
143562019,14356,2019,"OH0270100","OH0270100","","N","N",,"I","GALLIPOLIS","GALLIPOLIS","Gallipolis","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",3553,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-AUG-05,01-AUG-05,01-JAN-16,01-APR-20,01-APR-20,"N","GALLIA","Non-MSA","Y","Y","Y"
143582019,14358,2019,"OH0270600","OH0270600","","N","N",,"I","RIO GRANDE","RIO GRANDE","Rio Grande","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",766,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-MAR-07,01-MAR-07,01-JAN-16,01-APR-20,01-APR-20,"N","GALLIA","Non-MSA","Y","Y","Y"
143612019,14361,2019,"OH0280000","OH0280000","","N","N",,"I","GEAUGA","GEAUGA","Geauga","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","County",53674,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",46,29,75,3,39,42,0,0,01-JAN-98,01-OCT-02,01-OCT-02,01-SEP-18,,,"N","GEAUGA","Cleveland-Elyria, OH","Y","Y","Y"
143672019,14367,2019,"OH0280800","OH0280800","","N","N",,"I","RUSSELL TOWNSHIP","RUSSELL TOWNSHIP","Russell Township","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",5219,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",10,0,10,0,1,1,0,0,01-JAN-98,01-JAN-15,01-JAN-15,01-JAN-16,01-APR-20,01-APR-20,"N","GEAUGA","Cleveland-Elyria, OH","Y","Y","Y"
143682019,14368,2019,"OH0281000","OH0281000","","N","N",,"I","CHESTER TOWNSHIP","CHESTER TOWNSHIP","Chester Township","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",10322,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-MAY-02,01-MAY-02,01-OCT-18,,,"N","GEAUGA","Cleveland-Elyria, OH","Y","Y","Y"
143692019,14369,2019,"OH0281200","OH0281200","","N","N",,"I","BAINBRIDGE TOWNSHIP","BAINBRIDGE TOWNSHIP","Bainbridge Township","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",11493,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-JAN-13,01-JAN-13,01-APR-19,,,"N","GEAUGA","Cleveland-Elyria, OH","Y","Y","Y"
143722019,14372,2019,"OH0290000","OH0290000","","N","N",,"I","GREENE","GREENE","Greene","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","County",33881,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",59,59,118,9,34,43,0,0,01-JAN-98,01-APR-05,01-APR-05,01-JAN-16,01-APR-20,01-APR-20,"N","GREENE","Dayton-Kettering, OH","Y","Y","Y"
